Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_1393,Student,Bachelor's Degree,35-44,Buea,"Under 50,000 XAF",2,Never,Above 60%,Yes,23265,31,Meat/Fish,7020,No,Bus / Coaster,7,55,1,No,41%,16414,24161,Yes,No,Yes,No,36296,150000,Food,Yes,Yes,Local currency depreciation,2022
RESP_1394,Student,Primary School,25-34,Douala,"Under 50,000 XAF",7,Always,Above 60%,Yes,13358,93,Meat/Fish,6779,Yes,Moto-taxi,6,50,1,Yes,30%,12084,13235,No,Yes,Yes,No,23883,0,Food,Yes,Yes,Climate change / Poor harvests,2023
RESP_1395,Student,Secondary School,55+,Bafoussam,"Under 50,000 XAF",1,Always,41% - 60%,Yes,22072,65,Rice,5448,Yes,Personal Car,5,87,2,Yes,0%,0,18787,Yes,No,Yes,No,39550,150000,Transportation,Yes,No,Government taxes,2021
RESP_1396,Employed part-time,Master's Degree,35-44,Maroua,"50,000 - 100,000 XAF",5,Always,20% - 40%,Yes,40058,91,Rice,18693,Yes,Shared Taxi,2,60,3+,No,26%,20187,12135,No,No,Yes,No,42069,0,Healthcare,Yes,Yes,Climate change / Poor harvests,2024
RESP_1397,Unemployed,High School / Baccalauréat,45-54,Buea,"500,001 - 1,000,000 XAF",1,Never,Above 60%,No,319653,45,Plantains/Cassava,75275,Yes,Personal Car,14,100,3+,No,34%,257907,13787,Yes,No,Yes,No,28625,25000,Food,Yes,No,Climate change / Poor harvests,2025
RESP_1398,Employed full-time,Bachelor's Degree,35-44,Yaoundé,"100,001 - 250,000 XAF",8,Sometimes,Above 60%,Yes,80126,118,Meat/Fish,42401,Yes,Shared Taxi,8,66,2,Yes,28%,51535,6305,Yes,Yes,Yes,No,19324,350000,Education,Yes,No,Government taxes,2021
RESP_1399,Retired,PhD / Doctorate,45-54,Douala,"100,001 - 250,000 XAF",2,Always,41% - 60%,Yes,68450,106,Rice,25763,Yes,Shared Taxi,9,33,0,Yes,39%,71355,26486,Yes,No,No,No,39656,0,Housing/Rent,Yes,Yes,Government taxes,2022
RESP_1400,Retired,High School / Baccalauréat,35-44,Bafoussam,"250,001 - 500,000 XAF",5,Rarely,Under 20%,No,149288,86,Meat/Fish,69141,Yes,Moto-taxi,5,59,1,Yes,0%,0,23103,Yes,Yes,Yes,No,9983,350000,Healthcare,Yes,No,Government taxes,2021
RESP_1401,Self-employed/Entrepreneur,Master's Degree,45-54,Kribi,"Under 50,000 XAF",7,Never,41% - 60%,Yes,17247,21,Bread,5537,Yes,Moto-taxi,12,99,0,Yes,0%,0,5826,No,Yes,Yes,Yes,12201,0,Housing/Rent,Yes,No,Government taxes,2023
RESP_1402,Self-employed/Entrepreneur,Master's Degree,25-34,Buea,"250,001 - 500,000 XAF",6,Never,Under 20%,Yes,132311,114,Rice,74491,Yes,Moto-taxi,14,91,3+,Yes,23%,82731,24397,No,Yes,Yes,Yes,4102,0,Utilities (Water/Electricity),No,No,Climate change / Poor harvests,2024
RESP_1403,Employed full-time,Secondary School,25-34,Bamenda,"Above 1,000,000 XAF",6,Sometimes,41% - 60%,Yes,328768,136,Cooking Oil,157413,Yes,Personal Car,6,33,0,Yes,32%,244406,17129,Yes,No,Yes,No,39353,0,Utilities (Water/Electricity),Yes,Yes,Fuel price hikes,2025
RESP_1404,Employed full-time,Secondary School,35-44,Bamenda,"100,001 - 250,000 XAF",8,Rarely,20% - 40%,Yes,91723,83,Onions/Tomato,31029,Yes,Moto-taxi,11,65,0,Yes,37%,67692,29245,Yes,No,Yes,No,25465,600000,Transportation,Yes,No,Climate change / Poor harvests,2021
RESP_1405,Student,Primary School,18-24,Kribi,"100,001 - 250,000 XAF",2,Often,Above 60%,No,90776,26,Rice,38073,Yes,Shared Taxi,13,35,3+,Yes,0%,0,20469,Yes,No,Yes,Yes,14144,0,Healthcare,Yes,Yes,Local currency depreciation,2020
RESP_1406,Employed full-time,PhD / Doctorate,55+,Bamenda,"250,001 - 500,000 XAF",3,Always,41% - 60%,Yes,140001,85,Bread,69573,Yes,Bus / Coaster,14,73,1,Yes,20%,70557,31071,Yes,No,Yes,No,29924,150000,Housing/Rent,Unsure,Yes,Local currency depreciation,2025
RESP_1407,Self-employed/Entrepreneur,Secondary School,25-34,Douala,"Above 1,000,000 XAF",6,Never,Above 60%,Yes,265743,106,Onions/Tomato,161743,Yes,Personal Car,10,62,3+,Yes,40%,301286,16348,Yes,Yes,Yes,No,39188,0,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2020
RESP_1408,Employed full-time,Bachelor's Degree,35-44,Maroua,"Under 50,000 XAF",1,Rarely,Above 60%,Yes,23791,89,Cooking Oil,7804,Yes,Bus / Coaster,13,68,0,Yes,25%,10219,15294,No,No,Yes,No,40610,0,Utilities (Water/Electricity),Yes,Yes,Government taxes,2022
RESP_1409,Unemployed,PhD / Doctorate,55+,Maroua,"Above 1,000,000 XAF",1,Always,Under 20%,Yes,258093,115,Meat/Fish,173807,Yes,Shared Taxi,2,70,3+,Yes,0%,0,14047,No,No,Yes,No,20881,25000,Food,Yes,No,Global market crisis / Import costs,2020
RESP_1410,Unemployed,Bachelor's Degree,25-34,Bamenda,"Under 50,000 XAF",4,Rarely,20% - 40%,No,23475,20,Onions/Tomato,7727,Yes,Personal Car,2,87,0,Yes,0%,0,28147,No,No,Yes,No,20403,0,Housing/Rent,Yes,Yes,Fuel price hikes,2021
RESP_1411,Self-employed/Entrepreneur,Bachelor's Degree,18-24,Douala,"100,001 - 250,000 XAF",8,Always,Under 20%,Yes,58756,99,Cooking Oil,19920,Yes,Personal Car,5,45,3+,Yes,22%,40601,18111,Yes,No,No,No,3581,150000,Education,Yes,No,Government taxes,2022
RESP_1412,Student,Primary School,25-34,Garoua,"100,001 - 250,000 XAF",3,Always,20% - 40%,Yes,60712,106,Bread,18636,Yes,Moto-taxi,13,64,0,No,44%,79863,9029,No,Yes,Yes,Yes,49252,50000,Housing/Rent,Yes,Yes,Local currency depreciation,2023
RESP_1413,Unemployed,Secondary School,55+,Maroua,"Above 1,000,000 XAF",6,Rarely,Under 20%,No,367629,54,Rice,177538,Yes,Personal Car,9,55,1,Yes,22%,166070,23449,Yes,Yes,Yes,No,9652,50000,Healthcare,Yes,No,Fuel price hikes,2020
RESP_1414,Employed part-time,Primary School,45-54,Kribi,"Above 1,000,000 XAF",2,Rarely,20% - 40%,Yes,433062,137,Bread,79432,Yes,Personal Car,4,82,0,Yes,23%,179554,10153,Yes,No,No,No,6910,150000,Education,Yes,No,Government taxes,2021
RESP_1415,Retired,Primary School,25-34,Maroua,"500,001 - 1,000,000 XAF",7,Often,41% - 60%,No,445684,103,Bread,98306,Yes,Shared Taxi,2,17,3+,Yes,29%,219094,20147,Yes,No,Yes,No,12331,25000,Food,Yes,No,Fuel price hikes,2020
RESP_1416,Retired,PhD / Doctorate,18-24,Kribi,"250,001 - 500,000 XAF",8,Rarely,20% - 40%,No,134082,142,Cooking Oil,81965,Yes,Shared Taxi,12,84,2,Yes,42%,147602,23202,Yes,Yes,Yes,No,16459,0,Housing/Rent,Unsure,Yes,Government taxes,2021
RESP_1417,Unemployed,Primary School,18-24,Kribi,"Under 50,000 XAF",1,Sometimes,41% - 60%,No,21876,100,Meat/Fish,6783,Yes,Shared Taxi,11,54,0,No,32%,13154,14618,Yes,Yes,No,No,36480,25000,Housing/Rent,Yes,Yes,Government taxes,2024
RESP_1418,Employed part-time,Master's Degree,55+,Garoua,"500,001 - 1,000,000 XAF",3,Rarely,Above 60%,Yes,250097,41,Plantains/Cassava,113398,Yes,Personal Car,7,75,2,Yes,40%,300233,13130,Yes,No,Yes,No,25314,350000,Education,Yes,No,Local currency depreciation,2025
RESP_1419,Employed full-time,Primary School,35-44,Buea,"Under 50,000 XAF",5,Always,Above 60%,Yes,19822,109,Bread,6085,Yes,Personal Car,11,76,1,Yes,32%,13184,9025,Yes,No,Yes,No,45832,150000,Housing/Rent,Yes,No,Climate change / Poor harvests,2021
RESP_1420,Employed full-time,Primary School,45-54,Maroua,"Under 50,000 XAF",8,Rarely,Under 20%,Yes,21805,95,Rice,7480,Yes,Shared Taxi,7,58,2,Yes,39%,15712,14740,No,No,Yes,No,33116,0,Utilities (Water/Electricity),No,Yes,Fuel price hikes,2023
RESP_1421,Retired,PhD / Doctorate,18-24,Douala,"100,001 - 250,000 XAF",4,Never,Above 60%,Yes,59648,59,Meat/Fish,41773,Yes,Shared Taxi,7,64,0,Yes,43%,78650,10225,No,Yes,Yes,No,9504,25000,Transportation,Yes,No,Climate change / Poor harvests,2021
RESP_1422,Retired,Primary School,18-24,Kribi,"50,000 - 100,000 XAF",4,Sometimes,Under 20%,Yes,32480,59,Cooking Oil,15139,Yes,Moto-taxi,3,90,0,Yes,24%,18715,21954,Yes,Yes,Yes,No,10813,25000,Utilities (Water/Electricity),Yes,Yes,Local currency depreciation,2023
RESP_1423,Employed part-time,Master's Degree,35-44,Buea,"Above 1,000,000 XAF",5,Often,41% - 60%,Yes,261518,108,Bread,110132,Yes,Personal Car,8,34,3+,Yes,0%,0,28830,Yes,Yes,Yes,Yes,8185,350000,Education,Yes,No,Climate change / Poor harvests,2024
RESP_1424,Employed full-time,Master's Degree,18-24,Bamenda,"100,001 - 250,000 XAF",3,Often,20% - 40%,No,102248,70,Onions/Tomato,19650,Yes,Shared Taxi,7,99,0,Yes,26%,47322,15349,Yes,Yes,Yes,No,24139,150000,Education,Yes,No,Local currency depreciation,2022
RESP_1425,Employed full-time,PhD / Doctorate,18-24,Douala,"100,001 - 250,000 XAF",7,Always,Above 60%,Yes,105199,76,Meat/Fish,21180,Yes,Moto-taxi,3,93,1,Yes,35%,64105,25703,No,Yes,Yes,No,12981,0,Education,No,No,Local currency depreciation,2021
RESP_1426,Student,Secondary School,45-54,Douala,"Above 1,000,000 XAF",5,Rarely,Above 60%,Yes,286155,125,Meat/Fish,162413,No,Moto-taxi,6,83,1,Yes,38%,291542,33495,No,Yes,Yes,No,6073,0,Food,Yes,No,Government taxes,2021
RESP_1427,Student,Bachelor's Degree,45-54,Bafoussam,"Above 1,000,000 XAF",7,Always,Under 20%,Yes,311409,147,Onions/Tomato,75886,Yes,Bus / Coaster,3,33,3+,Yes,32%,243588,26895,No,Yes,Yes,No,44397,50000,Education,Yes,No,Local currency depreciation,2024
RESP_1428,Employed part-time,Primary School,55+,Douala,"100,001 - 250,000 XAF",7,Sometimes,20% - 40%,No,69693,34,Plantains/Cassava,29600,Yes,Shared Taxi,6,53,2,No,31%,55968,11324,Yes,No,Yes,No,34373,25000,Education,No,No,Fuel price hikes,2021
RESP_1429,Unemployed,Bachelor's Degree,55+,Maroua,"250,001 - 500,000 XAF",5,Rarely,20% - 40%,Yes,162989,137,Onions/Tomato,75578,Yes,Personal Car,7,78,2,Yes,37%,130842,24885,Yes,Yes,No,No,24621,150000,Transportation,No,No,Fuel price hikes,2024
RESP_1430,Employed part-time,Secondary School,35-44,Garoua,"Above 1,000,000 XAF",4,Always,Above 60%,Yes,380485,74,Onions/Tomato,78125,Yes,Moto-taxi,4,77,0,Yes,20%,150853,7243,Yes,No,Yes,No,28408,0,Education,Yes,No,Fuel price hikes,2022
RESP_1431,Unemployed,PhD / Doctorate,18-24,Yaoundé,"Above 1,000,000 XAF",2,Always,20% - 40%,No,322979,50,Plantains/Cassava,168428,Yes,Shared Taxi,11,37,3+,Yes,33%,249176,25471,No,No,No,Yes,44213,25000,Education,Yes,Yes,Global market crisis / Import costs,2024
RESP_1432,Retired,Bachelor's Degree,25-34,Yaoundé,"100,001 - 250,000 XAF",3,Never,Under 20%,Yes,95189,144,Bread,25794,No,Personal Car,5,21,2,Yes,36%,65768,18346,Yes,Yes,Yes,No,12232,150000,Healthcare,No,Yes,Climate change / Poor harvests,2024
RESP_1433,Student,Secondary School,55+,Yaoundé,"50,000 - 100,000 XAF",1,Always,Under 20%,Yes,43519,20,Onions/Tomato,15007,Yes,Personal Car,7,18,0,Yes,43%,32614,34584,No,No,Yes,Yes,36328,0,Housing/Rent,Yes,No,Global market crisis / Import costs,2023
RESP_1434,Student,Bachelor's Degree,45-54,Bafoussam,"Under 50,000 XAF",6,Always,Under 20%,Yes,23307,44,Cooking Oil,7462,No,Moto-taxi,9,21,1,Yes,0%,0,19376,Yes,Yes,No,Yes,27068,0,Transportation,Yes,Yes,Climate change / Poor harvests,2024
RESP_1435,Employed part-time,PhD / Doctorate,18-24,Douala,"Above 1,000,000 XAF",5,Often,Above 60%,No,239041,50,Bread,148291,No,Personal Car,13,22,1,Yes,28%,211824,33043,Yes,No,Yes,Yes,49749,25000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2022
RESP_1436,Retired,High School / Baccalauréat,18-24,Kribi,"100,001 - 250,000 XAF",4,Sometimes,20% - 40%,Yes,81524,87,Plantains/Cassava,23698,No,Shared Taxi,2,48,2,No,27%,50395,24344,No,Yes,Yes,No,34747,25000,Utilities (Water/Electricity),Yes,Yes,Fuel price hikes,2020
RESP_1437,Retired,PhD / Doctorate,45-54,Yaoundé,"50,000 - 100,000 XAF",2,Rarely,20% - 40%,No,25693,138,Bread,13605,Yes,Moto-taxi,7,62,3+,Yes,26%,20044,17839,No,Yes,Yes,No,35893,25000,Transportation,No,Yes,Local currency depreciation,2023
RESP_1438,Self-employed/Entrepreneur,Master's Degree,25-34,Douala,"500,001 - 1,000,000 XAF",2,Sometimes,20% - 40%,Yes,335562,80,Plantains/Cassava,77261,No,Bus / Coaster,6,90,0,Yes,30%,228204,31213,Yes,No,Yes,No,8637,600000,Education,Yes,Yes,Government taxes,2025
RESP_1439,Employed part-time,High School / Baccalauréat,45-54,Bamenda,"Above 1,000,000 XAF",7,Sometimes,20% - 40%,Yes,344866,38,Plantains/Cassava,140589,Yes,Bus / Coaster,14,21,2,Yes,41%,314027,16601,No,No,No,No,43096,0,Utilities (Water/Electricity),Yes,No,Government taxes,2025
RESP_1440,Self-employed/Entrepreneur,Primary School,45-54,Maroua,"500,001 - 1,000,000 XAF",4,Often,41% - 60%,No,304941,135,Onions/Tomato,126490,Yes,Moto-taxi,10,35,3+,Yes,43%,325597,23927,Yes,No,Yes,No,22145,0,Healthcare,Yes,Yes,Government taxes,2024
RESP_1441,Student,PhD / Doctorate,55+,Garoua,"250,001 - 500,000 XAF",2,Rarely,Under 20%,Yes,138126,130,Bread,56694,Yes,Moto-taxi,7,98,2,Yes,0%,0,21317,No,No,Yes,No,19716,0,Food,Yes,No,Government taxes,2024
RESP_1442,Unemployed,Primary School,55+,Buea,"100,001 - 250,000 XAF",6,Never,41% - 60%,Yes,84538,122,Rice,26077,Yes,Bus / Coaster,8,30,1,No,29%,53343,23955,Yes,No,No,Yes,43249,0,Housing/Rent,No,Yes,Fuel price hikes,2021
RESP_1443,Employed full-time,Master's Degree,35-44,Kribi,"Under 50,000 XAF",5,Sometimes,Above 60%,Yes,14888,43,Bread,9580,Yes,Moto-taxi,9,71,3+,No,25%,10135,9246,No,No,Yes,No,19102,50000,Education,Yes,Yes,Global market crisis / Import costs,2022
RESP_1444,Retired,Primary School,55+,Buea,"250,001 - 500,000 XAF",4,Sometimes,20% - 40%,Yes,109887,135,Cooking Oil,44214,Yes,Moto-taxi,2,79,1,Yes,42%,148307,32741,Yes,No,Yes,No,10449,150000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2023
RESP_1445,Employed part-time,High School / Baccalauréat,45-54,Kribi,"50,000 - 100,000 XAF",3,Always,41% - 60%,No,41925,79,Rice,18673,Yes,Bus / Coaster,9,43,1,No,32%,24223,33775,No,No,Yes,No,5009,150000,Healthcare,Unsure,Yes,Fuel price hikes,2022
RESP_1446,Self-employed/Entrepreneur,PhD / Doctorate,25-34,Bamenda,"250,001 - 500,000 XAF",2,Often,20% - 40%,Yes,105383,34,Rice,69604,Yes,Bus / Coaster,13,59,2,Yes,40%,140388,20058,Yes,No,Yes,No,31287,150000,Housing/Rent,Yes,Yes,Fuel price hikes,2024
RESP_1447,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Garoua,"Above 1,000,000 XAF",7,Never,20% - 40%,Yes,418308,143,Plantains/Cassava,168594,Yes,Bus / Coaster,5,60,2,Yes,29%,220484,24765,Yes,Yes,No,No,22981,50000,Food,Yes,Yes,Government taxes,2025
RESP_1448,Employed full-time,Master's Degree,45-54,Bafoussam,"500,001 - 1,000,000 XAF",7,Always,Above 60%,No,393951,25,Meat/Fish,137233,Yes,Moto-taxi,14,21,1,Yes,38%,287594,23384,Yes,No,No,No,47886,50000,Food,Yes,No,Fuel price hikes,2022
RESP_1449,Unemployed,High School / Baccalauréat,35-44,Douala,"250,001 - 500,000 XAF",4,Rarely,Under 20%,Yes,144125,132,Cooking Oil,58710,Yes,Shared Taxi,11,17,1,Yes,0%,0,11864,Yes,Yes,Yes,No,7722,350000,Education,Unsure,Yes,Government taxes,2022
RESP_1450,Student,High School / Baccalauréat,35-44,Yaoundé,"100,001 - 250,000 XAF",6,Always,41% - 60%,Yes,92803,65,Bread,44603,Yes,Personal Car,2,77,2,Yes,43%,77685,20450,Yes,Yes,Yes,No,38660,50000,Food,Yes,No,Fuel price hikes,2023
RESP_1451,Unemployed,Master's Degree,18-24,Kribi,"100,001 - 250,000 XAF",1,Often,Above 60%,Yes,93427,99,Meat/Fish,35291,Yes,Personal Car,4,28,0,No,44%,79555,10977,Yes,Yes,Yes,No,20440,600000,Healthcare,Yes,No,Government taxes,2022
RESP_1452,Student,Bachelor's Degree,55+,Kribi,"500,001 - 1,000,000 XAF",2,Often,Under 20%,Yes,311346,141,Bread,104940,Yes,Bus / Coaster,10,42,3+,Yes,0%,0,33494,Yes,No,Yes,No,49739,0,Education,Yes,No,Fuel price hikes,2020
RESP_1453,Employed part-time,Primary School,18-24,Bamenda,"250,001 - 500,000 XAF",4,Often,41% - 60%,Yes,183393,35,Plantains/Cassava,77580,Yes,Bus / Coaster,5,30,3+,Yes,0%,0,11430,No,No,Yes,No,18749,25000,Food,Yes,Yes,Government taxes,2023
RESP_1454,Employed part-time,Master's Degree,18-24,Bafoussam,"Under 50,000 XAF",3,Always,Above 60%,Yes,14575,110,Onions/Tomato,7631,Yes,Moto-taxi,6,36,3+,Yes,32%,12969,17004,No,No,Yes,No,12943,0,Transportation,Yes,Yes,Local currency depreciation,2021
RESP_1455,Employed part-time,Bachelor's Degree,35-44,Maroua,"250,001 - 500,000 XAF",3,Often,20% - 40%,No,152649,130,Onions/Tomato,35361,Yes,Personal Car,7,77,2,No,0%,0,24329,No,Yes,Yes,No,19443,50000,Transportation,Yes,Yes,Local currency depreciation,2022
RESP_1456,Employed part-time,PhD / Doctorate,45-54,Buea,"250,001 - 500,000 XAF",4,Always,Under 20%,Yes,117024,46,Bread,54655,No,Personal Car,9,58,1,Yes,25%,88593,14201,No,No,Yes,No,15801,0,Food,Yes,Yes,Global market crisis / Import costs,2022
RESP_1457,Self-employed/Entrepreneur,Primary School,25-34,Garoua,"250,001 - 500,000 XAF",6,Sometimes,41% - 60%,No,186206,93,Meat/Fish,64860,Yes,Moto-taxi,3,37,3+,Yes,34%,122492,20465,Yes,No,Yes,No,2238,25000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2025
RESP_1458,Retired,High School / Baccalauréat,45-54,Buea,"50,000 - 100,000 XAF",5,Rarely,41% - 60%,No,41632,94,Rice,9796,Yes,Moto-taxi,5,37,2,Yes,44%,33588,28583,Yes,Yes,No,No,26398,25000,Healthcare,No,No,Global market crisis / Import costs,2025
RESP_1459,Student,Secondary School,18-24,Yaoundé,"Above 1,000,000 XAF",4,Rarely,41% - 60%,Yes,344697,46,Meat/Fish,149173,No,Bus / Coaster,12,19,2,Yes,37%,283820,28577,No,Yes,Yes,No,2404,25000,Transportation,Yes,No,Climate change / Poor harvests,2021
RESP_1460,Student,Bachelor's Degree,25-34,Maroua,"500,001 - 1,000,000 XAF",3,Never,20% - 40%,No,370431,114,Onions/Tomato,129539,Yes,Bus / Coaster,13,68,3+,Yes,23%,178606,24276,No,Yes,Yes,No,43048,0,Food,Unsure,Yes,Government taxes,2023
RESP_1461,Self-employed/Entrepreneur,Master's Degree,25-34,Bafoussam,"250,001 - 500,000 XAF",1,Always,41% - 60%,No,117957,145,Onions/Tomato,74452,Yes,Bus / Coaster,10,23,0,Yes,34%,121425,12505,Yes,No,Yes,No,16317,50000,Food,No,Yes,Government taxes,2024
RESP_1462,Unemployed,High School / Baccalauréat,55+,Douala,"Under 50,000 XAF",6,Never,Above 60%,No,18651,32,Plantains/Cassava,7818,Yes,Personal Car,3,42,0,Yes,37%,15164,34144,No,Yes,Yes,No,4451,600000,Housing/Rent,Yes,No,Government taxes,2024
RESP_1463,Self-employed/Entrepreneur,Master's Degree,45-54,Maroua,"100,001 - 250,000 XAF",7,Sometimes,Above 60%,Yes,103948,102,Cooking Oil,36038,Yes,Moto-taxi,14,23,3+,Yes,43%,78801,28628,No,No,Yes,No,46674,50000,Food,No,Yes,Fuel price hikes,2023
RESP_1464,Self-employed/Entrepreneur,PhD / Doctorate,18-24,Buea,"Above 1,000,000 XAF",2,Never,41% - 60%,No,286521,31,Bread,163177,Yes,Shared Taxi,8,71,1,Yes,39%,298054,9919,Yes,No,Yes,No,31604,600000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2023
RESP_1465,Employed full-time,Master's Degree,45-54,Yaoundé,"250,001 - 500,000 XAF",3,Always,Above 60%,Yes,182051,27,Cooking Oil,43639,Yes,Shared Taxi,3,97,0,Yes,31%,111613,15853,No,Yes,Yes,No,10708,600000,Transportation,Yes,No,Government taxes,2024
RESP_1466,Retired,Primary School,45-54,Garoua,"250,001 - 500,000 XAF",6,Often,Under 20%,No,110002,75,Meat/Fish,49100,Yes,Bus / Coaster,6,68,0,No,23%,83189,30947,Yes,Yes,Yes,No,27639,0,Healthcare,Yes,No,Government taxes,2024
RESP_1467,Retired,Master's Degree,45-54,Maroua,"250,001 - 500,000 XAF",3,Sometimes,41% - 60%,Yes,195856,109,Rice,51720,Yes,Shared Taxi,12,93,0,Yes,40%,143077,23192,Yes,No,No,No,31670,0,Healthcare,Yes,No,Climate change / Poor harvests,2022
RESP_1468,Employed part-time,Secondary School,35-44,Garoua,"250,001 - 500,000 XAF",6,Sometimes,Above 60%,Yes,173095,26,Plantains/Cassava,74270,No,Bus / Coaster,12,92,2,Yes,0%,0,25042,Yes,No,Yes,No,2223,0,Transportation,Unsure,No,Local currency depreciation,2023
RESP_1469,Employed part-time,Primary School,35-44,Kribi,"250,001 - 500,000 XAF",8,Sometimes,Above 60%,Yes,154501,113,Bread,70060,Yes,Shared Taxi,12,53,3+,Yes,23%,80609,18542,Yes,No,Yes,Yes,47948,600000,Food,Yes,No,Global market crisis / Import costs,2021
RESP_1470,Retired,High School / Baccalauréat,18-24,Buea,"250,001 - 500,000 XAF",7,Always,41% - 60%,Yes,205667,21,Meat/Fish,40228,No,Personal Car,12,89,0,Yes,0%,0,5704,No,Yes,Yes,No,3862,25000,Education,Unsure,No,Global market crisis / Import costs,2020
RESP_1471,Employed full-time,Primary School,35-44,Kribi,"Above 1,000,000 XAF",6,Never,Above 60%,Yes,396399,144,Cooking Oil,162715,Yes,Moto-taxi,6,50,0,No,0%,0,28564,No,No,Yes,No,33664,50000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2020
RESP_1472,Student,Secondary School,35-44,Bamenda,"50,000 - 100,000 XAF",4,Never,20% - 40%,Yes,26368,55,Bread,11776,No,Personal Car,8,69,1,Yes,41%,31212,24044,No,No,Yes,No,39938,25000,Utilities (Water/Electricity),Yes,Yes,Fuel price hikes,2024
RESP_1473,Employed full-time,Bachelor's Degree,18-24,Yaoundé,"100,001 - 250,000 XAF",1,Sometimes,20% - 40%,Yes,107084,92,Meat/Fish,42971,Yes,Bus / Coaster,4,46,0,Yes,32%,57932,18451,No,No,Yes,Yes,15380,350000,Housing/Rent,Unsure,No,Climate change / Poor harvests,2025
RESP_1474,Employed part-time,PhD / Doctorate,55+,Bamenda,"100,001 - 250,000 XAF",3,Rarely,Under 20%,Yes,63845,97,Onions/Tomato,20822,Yes,Shared Taxi,4,25,2,Yes,0%,0,12245,Yes,No,Yes,No,28560,600000,Healthcare,Yes,No,Global market crisis / Import costs,2025
RESP_1475,Retired,Master's Degree,18-24,Douala,"Under 50,000 XAF",1,Often,Above 60%,No,21995,46,Rice,8378,Yes,Moto-taxi,12,82,2,Yes,40%,16256,26149,Yes,No,Yes,No,21063,350000,Food,Yes,Yes,Government taxes,2022
RESP_1476,Student,Primary School,18-24,Yaoundé,"250,001 - 500,000 XAF",7,Never,Above 60%,Yes,115392,127,Meat/Fish,87376,Yes,Bus / Coaster,13,93,2,Yes,0%,0,16018,No,No,Yes,Yes,2240,150000,Education,Yes,Yes,Fuel price hikes,2024
RESP_1477,Employed full-time,Master's Degree,18-24,Kribi,"50,000 - 100,000 XAF",4,Never,Under 20%,Yes,37872,142,Plantains/Cassava,8703,Yes,Bus / Coaster,14,52,1,Yes,20%,15559,14241,No,Yes,Yes,No,16541,600000,Healthcare,Yes,No,Climate change / Poor harvests,2024
RESP_1478,Employed full-time,Primary School,45-54,Douala,"100,001 - 250,000 XAF",6,Sometimes,20% - 40%,Yes,72169,148,Onions/Tomato,21083,Yes,Personal Car,9,81,2,Yes,22%,41023,33226,No,Yes,Yes,No,20768,0,Education,No,No,Local currency depreciation,2023
RESP_1479,Employed part-time,PhD / Doctorate,18-24,Douala,"50,000 - 100,000 XAF",3,Sometimes,Under 20%,No,40508,36,Plantains/Cassava,12631,No,Bus / Coaster,6,53,3+,Yes,33%,25444,32800,No,No,Yes,No,35260,150000,Education,No,No,Global market crisis / Import costs,2025
RESP_1480,Student,Secondary School,35-44,Bafoussam,"100,001 - 250,000 XAF",1,Never,Above 60%,Yes,72450,74,Meat/Fish,23657,Yes,Personal Car,3,78,3+,Yes,21%,39224,18816,Yes,No,No,No,46199,600000,Healthcare,Yes,No,Government taxes,2020
RESP_1481,Student,Bachelor's Degree,35-44,Bamenda,"50,000 - 100,000 XAF",2,Often,41% - 60%,Yes,32811,150,Onions/Tomato,12178,Yes,Moto-taxi,10,86,0,Yes,22%,16758,12394,Yes,Yes,Yes,No,40299,600000,Housing/Rent,Yes,Yes,Climate change / Poor harvests,2025
RESP_1482,Student,Master's Degree,25-34,Yaoundé,"Above 1,000,000 XAF",6,Never,Above 60%,Yes,228006,64,Rice,154725,No,Personal Car,2,74,0,Yes,0%,0,34483,Yes,Yes,Yes,Yes,45394,150000,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2024
